DIA,AÑO,MES,MESNUM,SEMANA,SALDO INICIAL IQ005,INGRESO IQ005 PRODUCCIÓN,INGRESO IQ005 I+D,INGRESO IQ005,CONSUMO IQ005,MEDIA GL DESECHO ,SALDO FINAL IQ005,SALDO INICIAL IQ130,PRODUCCION IQ130,CONSUMO IQ130 PRODUCCIÓN,CONSUMO IQ130 I+D,CONSUMO IQ149 (ALCOHOL COMPRADO DE 96°),CONSUMO IQ130 ,GL TANQUE DESTILADO ,SALDO FINAL IQ130,% APRV,AGUA M³(PL),AGUA M3(AD),AGUA DE PRODUCCION,AGUA M³ CALDERO # 2 50 BHP,AGUA M3 CALDERO #1 200 BHP,AGUA M3 DE CALDERO #1 A TORRE,AGUA M3 DE CALDERO #2 A TORRE,TORRE ENFRIAMIENTO M3(IN),TORRE DE DESTILACIÓN (M3),ENERGIA SIN TORRE,ENERGIA CON TORRE,ENERGIA TORRE,ENERGIA DE PRODUCION,ENERGÍA PLANTA KWH,VALOR INICIAL KWH PLANTA,VALOR FINAL KWH PLANTA,ENERGÍA ADMIN KWH,VALOR INICIAL KWH ADM,VALOR FINAL KWH ADM,SALDO INICIAL TQ DIESEL PRINCIPAL (Gls),CONSUMO DIARIO DE DIESEL ,CONSUMO DIESEL SIN TORRE,CONSUMO DIESEL CON TORRE,CONSUMO DIESEL TORRE,CONSUMO DIESEL DE PRODUCCION,CONSUMO GL TQ PRINCIPAL (Gls),INGRESO TQ DIESEL PRINCIPAL (Gls),VOLUMEN MENSUAL PROMEDIO,SALDO FINAL TQ DIESEL PRINCIPAL,NIVEL INICIAL TQ CAL #1,NIVEL FINAL TQ CAL #1,CONS. (GL) CAL#1,NIVEL INICIAL TQ CAL #2,NIVEL FINAL TQ CAL #2,CONS. (GL) CAL#2,CONS. (CM) TORRE,CONS. (CM) TORRE ,CONS. (CM) CALDERO,CONS. (CM) TORRE 3,CONS. (CM) CALDERO4,CONS. (CM) CALDERO5,CONS. (CM) CALDERO6,CONS. (CM) CALDERO7,ANTIESPUMANTE (ml),TQ TOWER IS,CONS. AGUA FACT (M3),CONS. E ELÉCTRICA FACT (KWH),CONS. DIESEL FACT (GL),COSTO AGUA FACT,COSTO E ELÉCTRICA FACT,COSTO DIESEL FACT,COSTO DIESEL FACT +IVA,COSTO FACTURADO,HORAS DE PRODUCCIÓN,HORAS PRODUCCIÓN SIN TORRE,HORAS PRODUCCIÓN CON TORRE,COSTO DE AGUA/HORA,COSTO DE AGUA SIN TORRE/HORA,COSTO DE AGUA TORRE/HORA,COSTO ENERGIA/HORA,COSTO DIESEL CONSUMIDO/HORA,COSTO DIESEL TQ PRINCIPAL/HORA,COSTO DE AGUA,COSTO DE AGUA PRODUCCIÓN,COSTO DE AGUA CON TORRE,COSTO DE AGUA TORRE,COSTO DE ENERGÍA,COSTO DE ENERGÍA PRODUCCIÓN,COSTO ENERGIA SIN TORRE,COSTO ENERGIA CON TORRE,COSTO ENERGIA TORRE,COSTO DE DIESEL CONSUMIDO,COSTO DIESEL CONSUMIDO SIN IVA,COSTO DIESEL SIN TORRE,COSTO DIESEL CON TORRE,COSTO DIESEL TORRE,COSTO DIESEL DE PRODUCCION,COSTO DE DIESEL CONSUMIDO TQ PRINCIPAL,COSTO TOTAL PRODUCCIÓN,COSTO TOTAL PRODUCCIÓN SIN IVA,Columna2,COSTO IQ005,MOD DESTIL,CIF DESTIL1,CIF DESTIL2,COSTO TOTAL PRODUCCIÓN TORRE DE DESTILACIÓN,COSTO TOTAL PRODUCCIÓN DE ALCOHOL,COSTO TOTAL PLANTA,COSTO LITRO TOTAL,COSTO TOTAL GENERAL,UNIDADES PROCESADAS
12/6/2017 0:00,2017,DICIEMBRE,12,49,500,6450,,6450,4450,65.5,2500,3850,3850,4300,,,4300,96.5,3400,86.51685393,9,1,9,,3.24,0,0,,,,,0,0,,,,,,,2300,200,,,,200,200,,,2100,,,60,,,0,0,6,33,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,890,154,7.7,231,,,,0.333168831,1282.7,
12/7/2017 0:00,2017,DICIEMBRE,12,49,2500,4950,,4950,2000,54.7,5450,3400,1700,4100,,,4100,96.6,1000,85,5,1,5,,1.8,0,0,,,,,0,0,,,,,,,2100,300,,,,300,300,,,1800,,,20,,,0,0,5,33,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,400,68,3.4,102,,,,0.337294118,573.4,
12/8/2017 0:00,2017,DICIEMBRE,12,49,5450,3000,,3000,7950,51.2,500,1000,6700,4550,,,4550,96.4,3150,84.27672956,12,1,12,,4.32,0,0,,,,,0,0,,,,,,,1800,550,,,,550,550,,,1250,,,80,,,0,0,4,33,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,1590,268,13.4,402,,,,0.339313433,2273.4,
12/9/2017 0:00,2017,DICIEMBRE,12,49,500,3600,,3600,3800,77.3,300,3150,3450,3100,,,3100,96.4,3500,90.78947368,3,2,3,,1.08,0,0,,,,,0,0,,,,,,,1250,250,,,,250,250,,,1000,,,60,,,25,0,4,33,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,760,138,6.9,207,,,,0.322289855,1111.9,
12/10/2017 0:00,2017,DICIEMBRE,12,49,300,0,,0,0,,300,3500,0,500,,,500,,3000,,,0,0,,0,0,0,,,,,0,0,,,,,,,1000,100,,,,100,100,,,900,,,0,,,39,0,4,33,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
12/11/2017 0:00,2017,DICIEMBRE,12,50,300,1600,,1600,0,,1900,3000,0,2850,,,2850,,150,,8,1,8,,2.88,0,0,,,,,0,0,,,,,,,900,100,,,,100,100,,,800,,,0,,,9,0,4,31,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
12/12/2017 0:00,2017,DICIEMBRE,12,50,1900,7400,,7400,2800,62.1,6500,150,2300,1000,,,1000,96.5,1450,82.14285714,10,1,10,,3.6,0,0,,,,,0,0,,,,,,,800,150,,,,150,150,,,650,,,10,,,30,0,2,27,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,560,92,4.6,138,,,,0.345478261,794.6,
12/13/2017 0:00,2017,DICIEMBRE,12,50,6500,5400,,5400,7350,57.9,4550,1450,6150,5300,,,5300,96.4,2300,83.67346939,13,1,13,,4.68,0,0,,,,,0,0,,,,,,,650,350,,,,350,350,,,300,,,0,,,18,0,1,24,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,1470,246,12.3,369,,,,0.34102439,2097.3,
12/14/2017 0:00,2017,DICIEMBRE,12,50,4550,5400,,5400,2700,69.6,7250,2300,2250,4550,,,4550,96.5,0,83.33333333,6,1,6,,2.16,0,0,,,,,0,0,,,,,,,2300,200,,,,200,200,,,2100,,,0,,,15,0,1,22,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,540,90,4.5,135,,,,0.342,769.5,
12/15/2017 0:00,2017,DICIEMBRE,12,50,7250,2000,,2000,0,,9250,0,0,0,,,0,,0,,4,2,4,,1.44,0,0,,,,,0,0,,,,,,,2100,150,,,,150,150,,,1950,,,0,,,3,0,0,20,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
12/16/2017 0:00,2017,DICIEMBRE,12,50,9250,6850,,6850,0,,16100,0,0,0,,,0,,0,,3,1,3,,1.08,0,0,,,,,0,0,,,,,,,1950,150,,,,150,150,,,1800,,,0,,,10,0,0,18,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
12/17/2017 0:00,2017,DICIEMBRE,12,50,16100,0,,0,0,,16100,0,0,0,,,0,,0,,,0,0,,0,0,0,,,,,0,0,,,,,,,1800,100,,,,100,100,,,1700,,,0,,,39,0,0,18,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
12/18/2017 0:00,2017,DICIEMBRE,12,51,16100,4500,,4500,0,,20600,0,0,0,,,0,,0,,7,1,7,,2.52,0,0,,,,,0,0,,,,,,,1700,100,,,,100,100,,,1600,,,0,,,19,0,0,15,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
12/19/2017 0:00,2017,DICIEMBRE,12,51,20600,1500,,1500,4000,59.3,18100,0,3400,0,,,0,96.5,3400,85,19,1,19,,6.84,0,0,,,,,0,0,,,,,,,1600,200,,,,200,200,,,4500,,,0,,,33,30,0,12,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,800,136,6.8,204,,,,0.337294118,1146.8,
12/20/2017 0:00,2017,DICIEMBRE,12,51,18100,6500,,6500,7400,63.4,17200,3400,6150,1750,,,1750,96.6,7800,83.10810811,20,1,20,,7.2,0,0,,,,,0,0,,,,,,,1400,300,,,,300,300,2000,,3100,,,0,,,11,30,0,7,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,1480,246,12.3,369,,,,0.342650407,2107.3,
12/21/2017 0:00,2017,DICIEMBRE,12,51,17200,2400,,2400,7250,62.1,12350,7800,5950,7300,,,7300,96.5,6450,82.06896552,12,1,12,,4.32,0,0,,,,,0,0,,,,,,,3100,300,,,,300,300,,,2800,,,0,,,20,30,0,4,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,1450,238,11.9,357,,,,0.345697479,2056.9,
12/22/2017 0:00,2017,DICIEMBRE,12,51,12350,3000,,3000,7650,59.4,7700,6450,6000,1100,,,1100,96.6,11350,78.43137255,18,1,18,,6.48,0,0,,,,,0,0,,,,,,,2800,300,,,,300,300,,,2500,,,0,,,40,30,0,4,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,1530,240,12,360,,,,0.357,2142,
12/23/2017 0:00,2017,DICIEMBRE,12,51,7700,6800,,6800,7600,73.8,6900,11350,5950,3150,,,3150,96.7,14150,78.28947368,18,1,18,,6.48,0,0,,,,,0,0,,,,,,,2500,300,,,,300,300,,,2200,,,140,,,34,30,22,5,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,1520,238,11.9,357,,,,0.357462185,2126.9,
12/24/2017 0:00,2017,DICIEMBRE,12,51,6900,950,,950,1200,,6650,14150,950,350,,,350,,14750,79.16666667,3,0,3,,1.08,0,0,,,,,0,0,,,,,,,2200,300,,,,300,300,,,1900,,,190,,,0,30,22,83,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,240,38,1.9,57,,,,0.354631579,336.9,
12/25/2017 0:00,2017,DICIEMBRE,12,52,6650,0,,0,0,,6650,14750,0,0,,,0,,14750,,,0,0,,0,0,0,,,,,0,0,,,,,,,1900,,,,,0,,,,1900,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
12/26/2017 0:00,2017,DICIEMBRE,12,52,6650,200,,200,0,,6850,14750,0,2650,,,2650,,12100,,11,6,11,,3.96,0,0,,,,,0,0,,,,,,,1900,,,,,0,0,,,1900,,,110,,,0,30,27,82,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
12/27/2017 0:00,2017,DICIEMBRE,12,52,6850,7750,,7750,0,,14600,12100,0,3150,,,3150,,8950,,7,1,7,,2.52,0,0,,,,,0,0,,,,,,,1900,300,,,,300,300,,,1600,,,140,,,0,30,27,78,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
12/28/2017 0:00,2017,DICIEMBRE,12,52,14600,2150,,2150,0,,16750,8950,0,4250,,,4250,,4700,,9,1,9,,3.24,0,0,,,,,0,0,,,,,,,1600,,,,,0,0,,,1600,,,130,,,0,30,27,73,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
12/29/2017 0:00,2017,DICIEMBRE,12,52,16750,0,,0,0,,16750,4700,0,0,,,0,,4700,,4,1,4,,1.44,0,0,,,,,0,0,,,,,,,1600,,,,,0,,2000,,3600,,,60,,,0,30,27,72,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
12/30/2017 0:00,2017,DICIEMBRE,12,52,,,,0,,,0,,,,,,0,,0,,,,0,,0,0,0,,,,,0,0,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
12/31/2017 0:00,2017,DICIEMBRE,12,52,,,,0,,,0,,,,,,0,,0,,,,0,,0,0,0,,,,,0,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,5067,285331.6443,78000,4768.79,31921.3,108309.35,121306.472,157996.562,4528,,,0,,,0,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
1/1/2018 0:00,2018,ENERO,1,1,16750,,,0,,,16750,4700,,,,,0,,4700,,,,0,,0,0,0,,,,,0,0,,,,,,,3600,,,,,0,,,,3600,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
1/2/2018 0:00,2018,ENERO,1,1,16750,,,0,,,16750,4700,,,,,0,,4700,,,,0,,0,0,0,,,,,0,0,,,,,,,3600,,,,,0,,,,3600,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
1/3/2018 0:00,2018,ENERO,1,1,16750,,,0,,,16750,4700,,,,,0,,4700,,,,0,,0,0,0,,,,,0,0,,,,,,,3600,,,,,0,,,,3600,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0,,0,,,0,,,,,0,0,,,,,0,0,0,0,,,,,,
1/4/2018 0:00,2018,ENERO,1,1,16750,0,,0,0,,16750,4700,0,1350,,,1350,96.4,3350,,,0,0,,0,0,0,1,,,,0,0,,,,,,,3600,50,,,,50,50,,3.125,3550,,,0,,,19,30,26,72,,,,,,,,,,,,,,0,0,16,,,0,,,0,5.1875,6.875,0,0,,0,0,0,,,0,93,83,,,0,83,110,93,83,,0,0,0,0,,,83,,,
1/5/2018 0:00,2018,ENERO,1,1,16750,3100,,3100,1650,55.2,18200,3350,1350,0,,,0,96.6,4700,81.81818182,10,1,10,,3.6,1.9152,0,7,,,,0,0,,,,,,,3550,200,,,,200,200,,8.333333333,3350,,,0,,,32,30,25,72,,,,,,,,,,,,,,0,0,24,,,0.416666667,,,0,13.83333333,18.33333333,10,10,,0,0,0,,,0,372,332,,,0,332,440,382,342,,330,54,2.7,81,,,342,0.346444444,467.7,
1/6/2018 0:00,2018,ENERO,1,1,18200,3150,,3150,8400,60.6,12950,4700,6550,4350,,,4350,96.9,6900,77.97619048,9,1,9,,3.24,1.72368,0,12,,,,0,0,,,,,,,3350,350,,,,350,350,,14.58333333,3000,,,0,,,5,30,26,72,,,CA01,CA02,,,,,,,,,,0,0,24,,,0.375,,,0,24.20833333,32.08333333,9,9,,0,0,0,,,0,651,581,,,0,581,770,660,590,,1680,262,13.1,393,,,590,0.35848855,2348.1,
1/8/2018 0:00,2018,ENERO,1,2,12950,1300,,1300,400,55.7,13850,6900,350,300,,,300,96.4,6950,87.5,,1,0,,0,0,0,2,,,,0,0,,,,,,,3000,150,,,,150,150,,9.375,2850,,,0,,,5,30,25,72,,,,,,,,,,,,,,0,0,16,,,0,,,0,15.5625,20.625,0,0,,0,0,0,,,0,279,249,,,0,249,330,279,249,,80,14,0.7,21,,,249,0.330571429,115.7,
1/9/2018 0:00,2018,ENERO,1,2,13850,5600,,5600,8200,61.9,11250,6950,6050,4950,,,4950,96.6,8050,73.7804878,20,1,20,,7.2,3.8304,0,10,,,,0,0,,,,,,,2850,300,,,,300,300,,12.5,2550,,,0,,,19,30,25,72,,,,,,,,,,,,,,0,0,24,,,0.833333333,,,0,20.75,27.5,20,20,,0,0,0,,,0,558,498,,,0,498,660,578,518,,1640,242,12.1,363,,,518,0.37307438,2257.1,
1/10/2018 0:00,2018,ENERO,1,2,11250,1550,,1550,8400,48.6,4400,8050,6050,3100,,,3100,96.6,11000,72.02380952,18,1,18,,6.48,3.44736,0,13,,,,0,0,,,,,,,2550,400,,,,400,400,,16.66666667,2150,,,0,,,2,30,24,72,,,,,,,,,,,,,,0,0,24,,,0.75,,,0,27.66666667,36.66666667,18,18,,0,0,0,,,0,744,664,,,0,664,880,762,682,,1680,242,12.1,363,,,682,0.37968595,2297.1,
1/11/2018 0:00,2018,ENERO,1,2,4400,5200,,5200,8350,50.7,1250,11000,6050,3100,,,3100,96.4,13950,72.45508982,15,1,15,,5.4,2.8728,0,14,,,,0,0,,,,,,,2150,300,,,,300,300,,12.5,1850,,,0,,,15,30,23,72,,,,,,,,,,,,,,0,0,24,,,0.625,,,0,20.75,27.5,15,15,,0,0,0,,,0,558,498,,,0,498,660,573,513,,1670,242,12.1,363,,,513,0.378033058,2287.1,
1/12/2018 0:00,2018,ENERO,1,2,1250,3000,,3000,0,,4250,13950,0,2000,,,2000,,11950,,10,1,10,,3.6,0,0,0,,,,0,0,,,,,,,1850,150,,,,150,150,,6.25,1700,,,0,,,21,30,23,72,,,,,,,,,,,,,,0,0,24,,,0.416666667,,,0,10.375,13.75,10,10,,0,0,0,,,0,279,249,,,0,249,330,289,259,,0,0,0,0,,,259,,,
1/13/2018 0:00,2018,ENERO,1,2,4250,0,,0,0,,4250,11950,0,1400,,,1400,,10550,,,0,0,,0,0,0,0,,,,0,0,,,,,,,1700,,,,,0,,,0,1700,,,0,,,42,30,23,72,,,,,,,,,,,,,,0,0,8,,,0,,,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,
1/15/2018 0:00,2018,ENERO,1,3,4250,6000,,6000,0,,10250,10550,0,3200,,,3200,,7350,,14,1,14,,5.04,0,0,0,,,,0,0,,,,,,,1700,250,,,,250,250,,10.41666667,1450,,,60,,,55,30,23,72,,,,,,,,,,,,,,0,0,24,,,0.583333333,,,0,17.29166667,22.91666667,14,14,,0,0,0,,,0,465,415,,,0,415,550,479,429,,0,0,0,0,,,429,,,
1/16/2018 0:00,2018,ENERO,1,3,10250,5050,,5050,2800,55.3,12500,7350,2050,2050,,,2050,96.7,7350,73.21428571,18,1,18,,6.48,3.44736,0,4,,,,0,0,,,,,,,1450,150,,,,150,150,,6.25,1300,,,0,,,43,30,13,70,,,,,,,,,,,,,,0,0,24,,,0.75,,,0,10.375,13.75,18,18,,0,0,0,,,0,279,249,,,0,249,330,297,267,,560,82,4.1,123,,,267,0.375170732,769.1,
1/17/2018 0:00,2018,ENERO,1,3,12500,4000,,4000,8250,51.8,8250,7350,6750,3150,,,3150,96.7,10950,81.81818182,22,1,22,,7.92,4.21344,0,8,,,,0,0,,,,,,,1300,350,,,,350,350,,14.58333333,950,,,0,,,2,30,13,70,,,,,,,,,,,,,,0,0,24,,,0.916666667,,,0,24.20833333,32.08333333,22,22,,0,0,0,,,0,651,581,,,0,581,770,673,603,,1650,270,13.5,405,,,603,0.346444444,2338.5,
1/18/2018 0:00,2018,ENERO,1,3,8250,4950,,4950,4650,55,8550,10950,3750,4300,,,4300,96.7,10400,80.64516129,36,1,36,,12.96,6.89472,0,5,,,,0,0,,,,,,,950,270,,,,270,270,,11.25,680,,,0,,,35,30,12,70,,,,,,,,,,,,,,0,0,24,,,1.5,,,0,18.675,24.75,36,36,,0,0,0,,,0,502.2,448.2,,,0,448.2,594,538.2,484.2,,930,150,7.5,225,,,484.2,0.35,1312.5,
1/19/2018 0:00,2018,ENERO,1,3,8550,3950,,3950,0,,12500,10400,0,3900,,,3900,,6500,,9,1,9,,3.24,0,0,0,,,,0,0,,,,,,,680,90,,,,90,90,,3.75,590,,,0,,,23,30,12,70,,,,,,,,,,,,,,0,0,24,,,0.375,,,0,6.225,8.25,9,9,,0,0,0,,,0,167.4,149.4,,,0,149.4,198,176.4,158.4,,0,0,0,0,,,158.4,,,
1/20/2018 0:00,2018,ENERO,1,3,12500,0,,0,0,,12500,6500,0,0,,,0,,6500,,,0,0,,0,0,0,0,,,,0,0,,,,,,,590,,,,,0,,,,590,,,0,,,37,30,12,68,,,,,,,,,,,,,,0,0,8,,,0,,,0,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,,,,,
1/22/2018 0:00,2018,ENERO,1,4,12500,2200,,2200,1250,58.4,13450,6500,1000,1700,,,1700,96.7,5800,80,15,1,15,,5.4,2.8728,0,3,,,,0,0,,,,,,,590,290,,,,290,290,2000,18.125,2300,,,100,,,0,30,21,67,,,,,,,,,,,,,,0,0,16,,,0.9375,,,0,30.0875,39.875,15,15,,0,0,0,,,0,539.4,481.4,,,0,481.4,638,554.4,496.4,,250,40,2,60,,,496.4,0.352,352,
1/23/2018 0:00,2018,ENERO,1,4,13450,3400,,3400,8700,58.7,8150,5800,7000,2400,,,2400,96.4,10400,80.45977011,13,1,13,,4.68,2.48976,0,12,,,,0,0,,,,,,,2300,300,,,,300,300,,12.5,2000,,,120,,,0,30,21,65,,,,,,,,,,,,,,0,0,24,,,0.541666667,,,0,20.75,27.5,13,13,,0,0,0,,,0,558,498,,,0,498,660,571,511,,1740,280,14,420,,,511,0.350571429,2454,
1/24/2018 0:00,2018,ENERO,1,4,8150,2200,,2200,8600,58.2,1750,10400,7000,3100,,,3100,96.4,14300,81.39534884,10,1,10,,3.6,1.9152,0,13,,,,0,0,,,,,,,2000,250,,,,250,250,,10.41666667,1750,,,110,,,0,30,21,62,,,,,,,,,,,,,,0,0,24,,,0.416666667,,,0,17.29166667,22.91666667,10,10,,0,0,0,,,0,465,415,,,0,415,550,475,425,,1720,280,14,420,,,425,0.347714286,2434,
1/25/2018 0:00,2018,ENERO,1,4,1750,3150,,3150,350,62,4550,14300,300,3150,,,3150,96.5,11450,85.71428571,10,1,10,,3.6,1.9152,0,6,,,,0,0,,,,,,,1750,350,,,,350,350,,14.58333333,1400,,,140,,,84,30,21,59,,,,,,,,,,,,,,0,0,24,,,0.416666667,,,0,24.20833333,32.08333333,10,10,,0,0,0,,,0,651,581,,,0,581,770,661,591,,70,12,0.6,18,,,591,0.335333333,100.6,
1/26/2018 0:00,2018,ENERO,1,4,4550,6000,,6000,0,,10550,11450,0,3950,,,3950,,7500,,3,1,3,,1.08,0,0,0,,,,0,0,,,,,,,1400,,,,,0,,,0,1400,,,130,,,0,30,21,55,,,,,,,,,,,,,,0,0,24,,,0.125,,,0,0,0,3,3,,0,0,0,,,0,0,0,,,0,0,0,3,3,,0,0,0,0,,,3,,,
1/27/2018 0:00,2018,ENERO,1,4,10550,2000,,2000,0,,12550,7500,0,1100,,,1100,,6400,,,0,0,,0,0,0,0,,,,0,0,,,,,,,1400,300,,,,300,300,,37.5,1100,,,250,,,0,30,21,55,,,,,,,,,,,,,,0,0,8,,,0,,,0,62.25,82.5,0,0,,0,0,0,,,0,558,498,,,0,498,660,558,498,,0,0,0,0,,,498,,,
1/29/2018 0:00,2018,ENERO,1,5,12550,0,,0,1400,,11150,6400,1150,2300,,,2300,,5250,82.14285714,9,1,9,,3.24,1.72368,0,2,,,,0,0,,,,,,,1100,,,,,0,,2000,,3100,,,190,,,8,30,20,53,,,,,,,,,,,,,,0,0,16,,,0.5625,,,0,0,0,9,9,,0,0,0,,,0,0,0,,,0,0,0,9,9,,280,46,2.3,69,,,9,0.345478261,397.3,
1/30/2018 0:00,2018,ENERO,1,5,11150,4900,,4900,8850,56.4,7200,5250,7000,3000,,,3000,96.6,9250,79.0960452,10,1,10,,3.6,1.9152,0,10,,,,0,0,,,,,,,3100,600,,,,600,600,,25,2500,,,150,,,0,30,20,50,,,,,,,,,,,,,,0,0,24,,,0.416666667,,,0,41.5,55,10,10,,0,0,0,,,0,1116,996,,,0,996,1320,1126,1006,,1770,280,14,420,,,1006,0.354857143,2484,
1/31/2018 0:00,2018,ENERO,1,5,7200,2900,,2900,8700,40,1400,9250,6950,4300,,,4300,96.4,11900,79.88505747,15,1,15,,5.4,2.8728,0,13,,,,0,23499.4,23499.4,,,,,,2500,200,,,,200,200,,8.333333333,2300,,,130,,,0,30,19,46,,,3,1,3,1,,211,23499.4,4000,212.74,2185.69,6634.892857,7431.08,9829.51,24,,,0.625,,,97.91416667,13.83333333,18.33333333,15,15,,0,2349.94,2349.94,,,0,372,332,,,0,332,440,2736.94,2696.94,,1740,278,13.9,417,,,2696.94,0.352359712,2448.9,
2/1/2018 0:00,2018,FEBRERO,2,5,1400,3300,,3300,450,40,4250,11900,350,4500,,,4500,96.5,7750,77.77777778,3,1,3,,1.08,0.57456,0,1,,,,0,0,,,,,,,2300,300,,,,300,300,,12.5,2000,,,120,,,0,30,19,43,,,,,,,,,,,,,,0,0,24,,,0.125,,,0,19.125,27.5,3,3,,0,0,0,,,0,513,459,,,0,459,660,516,462,,90,14,0.7,21,,,462,0.359142857,125.7,
2/2/2018 0:00,2018,FEBRERO,2,5,4250,2950,,2950,0,,7200,7750,0,4250,,,4250,,3500,,6,1,6,,2.16,0,0,0,,,,0,0,,,,,,,2000,,,,,0,,,,2000,,,140,,,0,30,19,40,,,,,,,,,,,,,,0,0,24,,,0.25,,,0,0,0,6,6,,0,0,0,,,0,0,0,,,0,0,0,6,6,,0,0,0,0,,,6,,,
2/3/2018 0:00,2018,FEBRERO,2,5,7200,2850,,2850,0,,10050,3500,0,1050,,,1050,,2450,,7,0,7,,2.52,0,0,0,,,,0,0,,,,,,,2000,250,,,,250,250,,10.41666667,1750,,,150,,,,30,19,37,,,3,0,,,,,,,,,,0,0,24,,,0.291666667,,,0,15.9375,22.91666667,7,7,,0,0,0,,,0,427.5,382.5,,,0,382.5,550,434.5,389.5,,0,0,0,0,,,389.5,,,
2/5/2018 0:00,2018,FEBRERO,2,6,10050,5000,,5000,1950,54.8,13100,2450,1500,1750,,,1750,96.4,2200,76.92307692,17,1,17,,6.12,3.25584,0,5,,,,0,0,,,,,,,1750,250,,,,250,250,,15.625,1500,,,30,,,0,30,21,33,,,,,,,,,,,,,,0,0,16,,,1.0625,,,0,23.90625,34.375,17,17,,0,0,0,,,0,427.5,382.5,,,0,382.5,550,444.5,399.5,,390,60,3,90,,,399.5,0.362,543,
2/6/2018 0:00,2018,FEBRERO,2,6,13100,800,,800,8300,59.6,5600,2200,7150,4450,,,4450,96.4,4900,86.14457831,10,9,10,,3.6,1.9152,0,8,,,,0,0,,,,,,,1500,300,,,,300,300,,12.5,1200,,,130,,,0,30,21,31,,,,,,,,,,,,,,0,0,24,,,0.416666667,,,0,19.125,27.5,10,10,,0,0,0,,,0,513,459,,,0,459,660,523,469,,1660,286,14.3,429,,,469,0.334167832,2389.3,
